time,pos_x,pos_y,pos_z,force_normal,is_contact
43.82999999998855,0.4911320363197678,0.001558659096528248,0.3868589247196632,-6.4351521128303375,1
43.83999999998853,0.49113092796734703,0.0015572090530475346,0.3868591444341065,-6.434317530597546,1
43.849999999988505,0.4911297644492457,0.0015556595776657616,0.3868593561107925,-6.43291317649971,1
43.85999999998848,0.4911285458742054,0.0015540130357246775,0.38685957196378185,-6.431408492584243,1
43.86999999998846,0.49112727068356143,0.0015522690641904154,0.3868597921364307,-6.430112564058874,1
43.879999999988435,0.4911259367365016,0.0015504266415824724,0.38686001449307095,-6.429093067826603,1
43.88999999998841,0.49112455458259896,0.0015484852597413541,0.3868601243268318,-6.517567685799829,1
43.89999999998839,0.4911232376421877,0.0015463934540562874,0.3868587127884669,-6.459783949125516,1
43.909999999988365,0.4911218044199971,0.001544202527744205,0.386857719475713,-6.465269941592609,1
43.91999999998834,0.491120274284995,0.00154194978022111,0.38685727911541556,-6.463027959779215,1
43.92999999998832,0.49111866526959214,0.0015396352122125393,0.38685724087505285,-6.462089820116159,1
43.939999999988295,0.4911169837135522,0.0015372465863265545,0.38685742568651177,-6.458553752689021,1
43.94999999998827,0.4911152245735696,0.0015347759423650098,0.38685777688602185,-6.456416452112833,1
43.95999999998825,0.49111338649850683,0.0015322181897242846,0.38685823423475885,-6.454484320537972,1
43.969999999988225,0.4911114679641192,0.0015295700321832433,0.38685875954865495,-6.452738884834147,1
43.9799999999882,0.49110946703544855,0.001526828990051797,0.3868593305631814,-6.451172572672615,1
43.98999999998818,0.49110737920920094,0.0015239884865403193,0.38685992922425283,-6.442191444477736,1
43.999999999988155,0.4911051830515788,0.0015210198855619241,0.38686051927536824,-6.44496515323031,1
44.00999999998813,0.4911028709397813,0.0015179127725049183,0.3868611247732967,-6.446044071175336,1
44.01999999998811,0.4911004039897283,0.0015145885551004937,0.3868617813827773,-6.449890732033911,1
44.029999999988085,0.4910977501438582,0.001510990874720536,0.386862497459461,-6.451284272469358,1
44.03999999998806,0.4910949063629734,0.0015070793180334886,0.38686327999498316,-6.45632670099706,1
44.04999999998804,0.4910918764275034,0.001502848478959074,0.3868640840513175,-6.46005111066858,1
44.059999999988015,0.4910886591108057,0.0014983020872273139,0.38686490269602236,-6.46155950450494,1
44.06999999998799,0.491085274012937,0.0014934215428201,0.3868658001344015,-6.461460354949509,1
44.07999999998797,0.491081731430074,0.0014882151782224385,0.38686673560331863,-6.462710742266452,1
44.089999999987946,0.4910780368172537,0.0014826919438350574,0.38686765982105575,-6.462663095850225,1
44.09999999998792,0.49107419521558626,0.001476855257067706,0.3868685715256232,-6.461909103810445,1
44.1099999999879,0.491070200013971,0.0014707203669769853,0.38686944791630945,-6.4627068345026935,1
44.119999999987876,0.4910660608253179,0.001464278135163422,0.3868703219140983,-6.459257372613386,1
44.12999999998785,0.49106179619135504,0.001457518458152392,0.38687123750238817,-6.455382713332295,1
44.13999999998783,0.49105741747033027,0.0014504449222642552,0.38687217522688055,-6.450715610164728,1
44.149999999987806,0.4910529299132351,0.0014430672588335042,0.38687309567229067,-6.447794176134707,1
44.15999999998778,0.4910483319624598,0.0014353984501026017,0.38687394805678005,-6.444709110361149,1
44.16999999998776,0.49104362360705367,0.0014274424119214077,0.386874730918112,-6.441531397070417,1
44.179999999987736,0.4910388057049828,0.0014192014488213782,0.3868754550551153,-6.438511521183202,1
44.18999999998771,0.49103387980551766,0.001410677804216086,0.3868761285186877,-6.435666970988315,1
